epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,3700.95,1.10722,1.26467,1.5382,0.75432,0.59416,0.67229,0.41488,1.47337,1.38282,2.07074,0.000795917,0.000795917,0.000795917
181,3721.4,1.09164,1.24793,1.52264,0.79839,0.59044,0.68879,0.42709,1.45529,1.37742,1.99874,0.00079238,0.00079238,0.00079238
182,3741.94,1.10861,1.25886,1.56768,0.71602,0.63234,0.6765,0.42471,1.45964,1.39747,2.02506,0.000788844,0.000788844,0.000788844
183,3762.45,1.07566,1.21847,1.51388,0.75951,0.64517,0.70267,0.44305,1.4329,1.32873,2.03973,0.000785307,0.000785307,0.000785307
184,3782.96,1.07079,1.22491,1.52087,0.79608,0.57545,0.67118,0.41594,1.47245,1.34942,2.06696,0.00078177,0.00078177,0.00078177
185,3803.55,1.07988,1.20249,1.52978,0.7403,0.64902,0.70867,0.45443,1.42618,1.32575,1.98509,0.000778233,0.000778233,0.000778233
186,3824.05,1.06045,1.18186,1.5007,0.83165,0.55085,0.68317,0.43749,1.38759,1.36037,1.98147,0.000774697,0.000774697,0.000774697
187,3844.53,1.08054,1.20281,1.50642,0.7873,0.62867,0.70271,0.44252,1.44697,1.3458,2.02452,0.00077116,0.00077116,0.00077116
188,3865.06,1.09598,1.21062,1.51201,0.72871,0.61798,0.68706,0.42233,1.46561,1.33691,2.03613,0.000767623,0.000767623,0.000767623
189,3885.63,1.10447,1.23021,1.53979,0.77825,0.6558,0.70621,0.43119,1.5033,1.29219,2.06885,0.000764086,0.000764086,0.000764086
190,3906.15,1.05525,1.15346,1.49104,0.73496,0.67576,0.715,0.44392,1.42488,1.31928,2.02031,0.00076055,0.00076055,0.00076055
191,3926.63,1.0821,1.17615,1.50749,0.76413,0.59089,0.6962,0.43074,1.46196,1.34161,2.04995,0.000757013,0.000757013,0.000757013
192,3947.11,1.07278,1.20097,1.50469,0.73697,0.60468,0.67532,0.41853,1.51156,1.43822,2.11773,0.000753476,0.000753476,0.000753476
193,3967.72,1.0788,1.19449,1.50575,0.73267,0.65421,0.71259,0.45637,1.46474,1.26521,2.00901,0.000749939,0.000749939,0.000749939
194,3988.25,1.04607,1.16313,1.49333,0.78477,0.62175,0.72227,0.44281,1.48303,1.19315,2.03095,0.000746402,0.000746402,0.000746402
195,4008.75,1.07521,1.14485,1.50339,0.79353,0.66613,0.74758,0.44587,1.4762,1.27087,2.01065,0.000742866,0.000742866,0.000742866
196,4029.3,1.06235,1.1675,1.49817,0.74884,0.63338,0.70731,0.44027,1.46579,1.26183,2.05208,0.000739329,0.000739329,0.000739329
197,4049.83,1.05633,1.14269,1.49466,0.72811,0.68176,0.73106,0.4399,1.4649,1.28527,2.03103,0.000735792,0.000735792,0.000735792
198,4070.32,1.05927,1.15707,1.49455,0.79071,0.65211,0.73404,0.45548,1.48787,1.29183,2.03254,0.000732255,0.000732255,0.000732255
199,4090.8,1.04142,1.15377,1.47446,0.7287,0.62122,0.69906,0.4147,1.50287,1.26538,2.07422,0.000728719,0.000728719,0.000728719
200,4111.33,1.05286,1.1523,1.47918,0.76283,0.63668,0.71394,0.45015,1.39113,1.24739,1.97931,0.000725182,0.000725182,0.000725182
201,4131.82,1.05311,1.14275,1.48709,0.77745,0.62064,0.70677,0.44034,1.4142,1.33047,2.00915,0.000721645,0.000721645,0.000721645
202,4152.34,1.0382,1.11636,1.49258,0.8357,0.61286,0.68811,0.42068,1.45571,1.24706,2.05304,0.000718108,0.000718108,0.000718108
203,4172.95,1.03681,1.14153,1.48432,0.79828,0.60339,0.67991,0.42834,1.41345,1.35924,2.01614,0.000714571,0.000714571,0.000714571
204,4193.46,0.97161,1.07933,1.44039,0.81184,0.64024,0.7569,0.47519,1.41243,1.17998,1.96212,0.000711035,0.000711035,0.000711035
205,4213.97,1.0406,1.16306,1.46828,0.72673,0.62361,0.68506,0.43883,1.43071,1.32318,1.97556,0.000707498,0.000707498,0.000707498
206,4234.53,1.03791,1.14038,1.4879,0.78893,0.69324,0.75427,0.46625,1.43335,1.17853,1.96219,0.000703961,0.000703961,0.000703961
207,4255.04,1.00055,1.12668,1.44441,0.84339,0.61656,0.72227,0.45287,1.47225,1.31501,1.97911,0.000700424,0.000700424,0.000700424
208,4275.53,1.02706,1.10594,1.48231,0.82211,0.59577,0.69433,0.44501,1.42772,1.32587,2.02451,0.000696888,0.000696888,0.000696888
209,4295.99,1.07347,1.14952,1.49106,0.77865,0.63828,0.71848,0.45139,1.4553,1.24373,2.01979,0.000693351,0.000693351,0.000693351
210,4316.47,1.04629,1.15574,1.49559,0.66772,0.67326,0.70109,0.45896,1.41886,1.27148,2.0345,0.000689814,0.000689814,0.000689814
211,4336.97,1.01793,1.09676,1.47143,0.76209,0.61036,0.71246,0.44776,1.42165,1.24151,1.9758,0.000686277,0.000686277,0.000686277
212,4357.48,1.03623,1.13804,1.47973,0.80036,0.64793,0.69771,0.4652,1.40008,1.25006,1.97405,0.00068274,0.00068274,0.00068274
213,4377.98,1.01815,1.11365,1.4742,0.74055,0.67258,0.74587,0.45664,1.4064,1.28102,1.96672,0.000679204,0.000679204,0.000679204
214,4398.48,1.03059,1.12138,1.47162,0.82915,0.64009,0.73879,0.44446,1.47763,1.24194,2.01212,0.000675667,0.000675667,0.000675667
215,4418.96,1.00791,1.11091,1.44995,0.80586,0.62158,0.72708,0.44848,1.44965,1.22414,2.02406,0.00067213,0.00067213,0.00067213
216,4439.46,1.02015,1.10664,1.46949,0.75547,0.63714,0.70756,0.45479,1.43855,1.2281,1.99684,0.000668593,0.000668593,0.000668593
217,4459.96,1.02385,1.08425,1.45315,0.7517,0.66399,0.73726,0.46715,1.37865,1.19405,1.94082,0.000665057,0.000665057,0.000665057
218,4480.45,0.99965,1.07095,1.43933,0.82976,0.61912,0.73886,0.47552,1.3598,1.13932,1.97186,0.00066152,0.00066152,0.00066152
219,4500.93,1.01444,1.10028,1.46128,0.8599,0.61423,0.73873,0.44178,1.46506,1.2282,2.04136,0.000657983,0.000657983,0.000657983
220,4521.47,0.99112,1.07599,1.43272,0.73096,0.6198,0.68914,0.4358,1.4404,1.22101,2.01627,0.000654446,0.000654446,0.000654446
221,4541.99,1.02254,1.04726,1.4742,0.7527,0.71328,0.75432,0.46213,1.47766,1.21917,2.02978,0.000650909,0.000650909,0.000650909
222,4562.49,1.01843,1.07352,1.44476,0.75483,0.66392,0.73936,0.46305,1.41471,1.20657,2.0239,0.000647373,0.000647373,0.000647373
223,4583.01,0.99086,1.03072,1.43731,0.77628,0.63492,0.70745,0.46348,1.41099,1.17623,1.99606,0.000643836,0.000643836,0.000643836
224,4603.55,0.9912,1.06611,1.42629,0.79618,0.62829,0.7159,0.46579,1.37628,1.22685,1.9491,0.000640299,0.000640299,0.000640299
225,4624.08,0.9928,1.06209,1.42341,0.81984,0.64752,0.74488,0.46338,1.40567,1.14458,1.97353,0.000636762,0.000636762,0.000636762
226,4644.6,0.99992,1.07852,1.43931,0.82403,0.59971,0.71724,0.45555,1.48681,1.2503,2.06038,0.000633226,0.000633226,0.000633226
227,4665.1,0.97254,1.06374,1.42311,0.81363,0.63851,0.73336,0.46558,1.40962,1.22073,1.96675,0.000629689,0.000629689,0.000629689
228,4685.59,0.98267,1.03754,1.43374,0.83241,0.69259,0.78054,0.48085,1.40573,1.12826,2.01509,0.000626152,0.000626152,0.000626152
229,4706.1,0.97474,1.05806,1.42117,0.72675,0.66498,0.71593,0.45862,1.3665,1.20082,1.94783,0.000622615,0.000622615,0.000622615
230,4726.61,0.98147,1.05442,1.44184,0.79061,0.62243,0.71275,0.46209,1.41898,1.23459,1.9809,0.000619079,0.000619079,0.000619079
231,4747.09,0.96738,1.03961,1.41583,0.73743,0.64769,0.72305,0.47111,1.40309,1.17231,1.96856,0.000615542,0.000615542,0.000615542
232,4767.58,0.95876,1.02221,1.41778,0.75728,0.63109,0.7066,0.43825,1.41956,1.21591,1.9914,0.000612005,0.000612005,0.000612005
233,4788.03,1.01735,1.07808,1.45242,0.80883,0.68193,0.74055,0.45609,1.40911,1.24199,2.023,0.000608468,0.000608468,0.000608468
234,4808.53,0.97644,1.04144,1.41965,0.83916,0.575,0.70841,0.45105,1.41787,1.19843,1.97893,0.000604931,0.000604931,0.000604931
235,4829.09,1.00061,1.04847,1.43693,0.8294,0.69081,0.76613,0.4739,1.43279,1.11962,1.99856,0.000601395,0.000601395,0.000601395
236,4849.57,0.98753,1.0099,1.40834,0.77099,0.64382,0.74627,0.46473,1.44443,1.12419,2.00126,0.000597858,0.000597858,0.000597858
237,4870.06,0.97917,1.0418,1.43291,0.71456,0.65487,0.68767,0.44039,1.4325,1.23519,2.04357,0.000594321,0.000594321,0.000594321
238,4890.66,0.98959,1.06009,1.44064,0.71383,0.69374,0.72051,0.46374,1.39476,1.2484,1.97267,0.000590784,0.000590784,0.000590784
239,4911.16,0.97064,1.04173,1.41641,0.78991,0.64945,0.73455,0.47262,1.3614,1.1816,1.92426,0.000587248,0.000587248,0.000587248
240,4931.68,0.98354,1.04098,1.4175,0.80372,0.6816,0.73375,0.48087,1.39553,1.15099,1.98814,0.000583711,0.000583711,0.000583711
241,4952.21,0.98583,1.01322,1.41384,0.76131,0.61726,0.68346,0.43336,1.45791,1.27746,2.05883,0.000580174,0.000580174,0.000580174
242,4972.78,1.00274,1.06033,1.44058,0.81455,0.65179,0.72063,0.4467,1.46557,1.27275,2.04457,0.000576637,0.000576637,0.000576637
243,4993.31,0.99189,1.04244,1.42738,0.82573,0.64682,0.74416,0.44366,1.4822,1.2125,2.01733,0.0005731,0.0005731,0.0005731
244,5013.81,0.98512,1.03954,1.43274,0.80104,0.62141,0.73221,0.45342,1.43831,1.20538,2.02329,0.000569564,0.000569564,0.000569564
245,5034.29,0.9566,0.9841,1.40367,0.84573,0.65719,0.75756,0.46832,1.39597,1.13776,1.97436,0.000566027,0.000566027,0.000566027
246,5054.8,0.93978,0.96713,1.40077,0.80658,0.63475,0.73728,0.47733,1.3934,1.14631,1.97814,0.00056249,0.00056249,0.00056249
247,5075.3,0.93917,1.00119,1.40441,0.80559,0.63758,0.73351,0.47009,1.41065,1.17153,1.96453,0.000558953,0.000558953,0.000558953
248,5095.8,0.93056,0.95901,1.37421,0.77341,0.6772,0.72647,0.45518,1.40711,1.23151,1.99474,0.000555417,0.000555417,0.000555417
249,5116.31,0.97128,1.02116,1.41573,0.82819,0.62155,0.73312,0.46077,1.41458,1.21995,1.98907,0.00055188,0.00055188,0.00055188
250,5136.83,0.98865,1.01747,1.41443,0.7973,0.65323,0.72944,0.47766,1.38131,1.20397,1.98446,0.000548343,0.000548343,0.000548343
251,5157.29,0.9329,0.98447,1.37698,0.79025,0.70328,0.77,0.49268,1.39667,1.17948,1.98762,0.000544806,0.000544806,0.000544806
252,5177.79,0.93572,0.9918,1.38746,0.85415,0.60552,0.73097,0.46247,1.44682,1.20711,2.03313,0.000541269,0.000541269,0.000541269
253,5198.3,0.92026,0.99519,1.36943,0.79281,0.64833,0.73543,0.48066,1.36727,1.24381,1.94344,0.000537733,0.000537733,0.000537733
254,5218.77,0.94792,0.98973,1.39893,0.89252,0.63501,0.75548,0.47112,1.36161,1.29657,1.94553,0.000534196,0.000534196,0.000534196
255,5239.3,0.96039,1.01244,1.38699,0.7952,0.63762,0.7258,0.44971,1.41723,1.24838,1.94788,0.000530659,0.000530659,0.000530659
256,5259.9,0.96542,1.00202,1.39665,0.81958,0.62313,0.73213,0.48008,1.39069,1.21068,1.99062,0.000527122,0.000527122,0.000527122
257,5280.47,0.92427,0.99229,1.38451,0.81513,0.6261,0.717,0.47475,1.35381,1.19682,1.93337,0.000523586,0.000523586,0.000523586
258,5301.01,0.93903,0.97082,1.38458,0.79147,0.62711,0.74073,0.47223,1.38809,1.24733,1.92709,0.000520049,0.000520049,0.000520049
259,5321.54,0.92206,0.98131,1.36241,0.77829,0.68887,0.75463,0.48619,1.37305,1.17354,1.93958,0.000516512,0.000516512,0.000516512
260,5342.08,0.9205,0.96507,1.37322,0.80821,0.66689,0.74411,0.47989,1.37469,1.1182,1.92548,0.000512975,0.000512975,0.000512975
261,5362.58,0.92318,0.9826,1.38053,0.78055,0.64034,0.73542,0.47544,1.39347,1.18245,1.93296,0.000509438,0.000509438,0.000509438
262,5383.07,0.90346,0.92318,1.36636,0.74237,0.71032,0.76218,0.48351,1.35592,1.16524,1.88918,0.000505902,0.000505902,0.000505902
263,5403.54,0.89852,0.94039,1.36214,0.76038,0.6818,0.72545,0.45819,1.46473,1.2385,2.0124,0.000502365,0.000502365,0.000502365
264,5424.06,0.9308,0.95914,1.37722,0.81184,0.6611,0.76707,0.48925,1.46007,1.2389,2.01719,0.000498828,0.000498828,0.000498828
265,5444.64,0.92751,0.96663,1.3913,0.85851,0.64751,0.76918,0.48231,1.40272,1.19284,1.94936,0.000495291,0.000495291,0.000495291
266,5465.16,0.92931,0.95145,1.38616,0.83456,0.66943,0.75256,0.47968,1.41615,1.21683,1.95476,0.000491755,0.000491755,0.000491755
267,5485.62,0.92822,0.98063,1.38126,0.8111,0.63471,0.73338,0.47577,1.43064,1.22157,2.03744,0.000488218,0.000488218,0.000488218
268,5506.08,0.93053,0.9854,1.3737,0.86048,0.66202,0.74535,0.48942,1.4088,1.22016,1.94467,0.000484681,0.000484681,0.000484681
269,5526.56,0.89898,0.94005,1.33893,0.83409,0.65844,0.74129,0.48026,1.37922,1.19562,1.92434,0.000481144,0.000481144,0.000481144
270,5547.1,0.90544,0.92059,1.36562,0.80025,0.6757,0.76467,0.48428,1.37014,1.192,1.9449,0.000477608,0.000477608,0.000477608
271,5567.6,0.88125,0.89625,1.33422,0.73996,0.68051,0.73348,0.48579,1.36427,1.2014,1.9256,0.000474071,0.000474071,0.000474071
272,5588.11,0.93844,0.96815,1.39107,0.883,0.59202,0.72745,0.46389,1.3726,1.2857,1.91021,0.000470534,0.000470534,0.000470534
273,5608.68,0.93695,0.97407,1.40562,0.83216,0.66331,0.74769,0.46963,1.40783,1.22278,1.9643,0.000466997,0.000466997,0.000466997
274,5629.16,0.92562,0.94678,1.37609,0.81331,0.70145,0.76182,0.48205,1.38677,1.1535,1.93152,0.00046346,0.00046346,0.00046346
275,5649.66,0.92283,0.97984,1.39033,0.79183,0.68124,0.75109,0.48254,1.3628,1.14863,1.91972,0.000459924,0.000459924,0.000459924
276,5670.21,0.92582,0.94638,1.38339,0.71009,0.76074,0.77273,0.48352,1.34873,1.13088,1.88939,0.000456387,0.000456387,0.000456387
277,5690.75,0.91059,0.94408,1.37402,0.80169,0.67731,0.73397,0.46242,1.38804,1.16212,1.96868,0.00045285,0.00045285,0.00045285
278,5711.28,0.8795,0.90701,1.34027,0.80792,0.66283,0.74356,0.48319,1.35164,1.17357,1.86817,0.000449313,0.000449313,0.000449313
279,5731.8,0.93195,0.94815,1.39036,0.75167,0.67389,0.71291,0.45343,1.38588,1.2068,1.93316,0.000445777,0.000445777,0.000445777
280,5752.29,0.90375,0.93585,1.3736,0.80516,0.6904,0.76366,0.48211,1.39683,1.14836,1.9276,0.00044224,0.00044224,0.00044224
281,5772.79,0.90132,0.93888,1.37814,0.77062,0.71047,0.76045,0.47889,1.39936,1.1179,1.9447,0.000438703,0.000438703,0.000438703
282,5793.31,0.89762,0.94995,1.3485,0.81395,0.61065,0.72374,0.46484,1.39241,1.22313,1.95736,0.000435166,0.000435166,0.000435166
283,5813.81,0.90475,0.95995,1.36045,0.82341,0.66543,0.76137,0.48115,1.34016,1.17758,1.90099,0.000431629,0.000431629,0.000431629
284,5834.28,0.87904,0.90905,1.34773,0.83586,0.66222,0.76072,0.47964,1.37946,1.13305,1.92381,0.000428093,0.000428093,0.000428093
285,5854.75,0.90303,0.93662,1.35565,0.79005,0.66783,0.73735,0.47482,1.34939,1.16274,1.91637,0.000424556,0.000424556,0.000424556
286,5875.22,0.91479,0.94763,1.34997,0.82935,0.64995,0.76368,0.49073,1.34686,1.13198,1.91861,0.000421019,0.000421019,0.000421019
287,5895.71,0.87556,0.92826,1.34678,0.81916,0.68492,0.76794,0.50036,1.40669,1.17807,1.94463,0.000417482,0.000417482,0.000417482
288,5916.2,0.88187,0.89557,1.33507,0.73608,0.71389,0.76758,0.49459,1.38247,1.09837,1.94176,0.000413946,0.000413946,0.000413946
289,5936.68,0.89129,0.89782,1.35521,0.81275,0.67047,0.74687,0.4841,1.35226,1.22474,1.94387,0.000410409,0.000410409,0.000410409
290,5957.19,0.88483,0.91264,1.34551,0.79428,0.71036,0.74738,0.48875,1.35544,1.19611,1.91612,0.000406872,0.000406872,0.000406872
291,5977.7,0.84944,0.88455,1.32755,0.80261,0.66053,0.77109,0.49284,1.3597,1.17492,1.9202,0.000403335,0.000403335,0.000403335
292,5998.19,0.89798,0.92288,1.35489,0.79502,0.63258,0.75505,0.48859,1.32961,1.19793,1.88939,0.000399798,0.000399798,0.000399798
293,6018.73,0.87188,0.89475,1.3443,0.85491,0.63954,0.75153,0.49246,1.35123,1.21141,1.90964,0.000396262,0.000396262,0.000396262
294,6039.29,0.87236,0.88497,1.33282,0.79265,0.64395,0.7304,0.47116,1.40712,1.21415,1.95583,0.000392725,0.000392725,0.000392725
295,6059.83,0.85573,0.86747,1.31699,0.81887,0.64867,0.7641,0.48868,1.36801,1.13804,1.9201,0.000389188,0.000389188,0.000389188
296,6080.33,0.87276,0.87872,1.32904,0.72756,0.68789,0.75829,0.48558,1.35313,1.13127,1.93226,0.000385651,0.000385651,0.000385651
297,6100.84,0.89291,0.91152,1.35235,0.77686,0.66351,0.74707,0.48266,1.34927,1.13975,1.91232,0.000382115,0.000382115,0.000382115
298,6121.3,0.86721,0.90127,1.31996,0.78539,0.69187,0.75968,0.50375,1.31111,1.18741,1.8821,0.000378578,0.000378578,0.000378578
299,6141.82,0.8526,0.84275,1.31521,0.8353,0.66212,0.75812,0.49089,1.34571,1.17527,1.91193,0.000375041,0.000375041,0.000375041
300,6162.33,0.85459,0.88454,1.33339,0.79215,0.68833,0.76745,0.48838,1.33674,1.09906,1.88691,0.000371504,0.000371504,0.000371504
301,6182.82,0.87662,0.89436,1.33976,0.82364,0.6778,0.77192,0.49192,1.30143,1.12079,1.84578,0.000367967,0.000367967,0.000367967
302,6203.3,0.88531,0.90094,1.33559,0.86958,0.67591,0.76908,0.51203,1.33497,1.10403,1.88979,0.000364431,0.000364431,0.000364431
303,6223.79,0.8624,0.87327,1.32718,0.85195,0.67085,0.74844,0.4835,1.32863,1.15589,1.88791,0.000360894,0.000360894,0.000360894
304,6244.27,0.81837,0.85602,1.30503,0.89157,0.64208,0.75212,0.48913,1.38259,1.09944,1.94032,0.000357357,0.000357357,0.000357357
305,6264.8,0.89083,0.89335,1.34558,0.88348,0.64449,0.76793,0.48981,1.3543,1.08342,1.93471,0.00035382,0.00035382,0.00035382
306,6285.3,0.87394,0.8996,1.33982,0.84212,0.66635,0.76431,0.48579,1.35159,1.13271,1.94305,0.000350284,0.000350284,0.000350284
307,6305.81,0.883,0.88877,1.35594,0.84083,0.67233,0.75369,0.50071,1.35871,1.16625,1.96137,0.000346747,0.000346747,0.000346747
308,6326.36,0.84327,0.8307,1.30799,0.88637,0.67054,0.76679,0.50893,1.31887,1.1159,1.93355,0.00034321,0.00034321,0.00034321
309,6346.85,0.84008,0.84944,1.30937,0.75699,0.69962,0.74859,0.49663,1.31746,1.16267,1.89459,0.000339673,0.000339673,0.000339673
310,6367.34,0.84958,0.86535,1.32999,0.86007,0.63347,0.75392,0.50184,1.34168,1.10594,1.90545,0.000336137,0.000336137,0.000336137
311,6387.88,0.85625,0.86458,1.32758,0.88741,0.62564,0.77229,0.5029,1.35717,1.08737,1.91766,0.0003326,0.0003326,0.0003326
312,6408.46,0.83606,0.8518,1.31923,0.8681,0.66945,0.77067,0.5083,1.3628,1.10742,1.92838,0.000329063,0.000329063,0.000329063
313,6428.99,0.86475,0.8827,1.33008,0.82141,0.67361,0.76286,0.50751,1.34993,1.11439,1.90787,0.000325526,0.000325526,0.000325526
314,6449.49,0.82281,0.86084,1.3008,0.84172,0.6625,0.75808,0.49452,1.32969,1.16431,1.87103,0.000321989,0.000321989,0.000321989
315,6469.97,0.86331,0.86164,1.32704,0.85842,0.64553,0.7544,0.48872,1.3403,1.18017,1.89405,0.000318453,0.000318453,0.000318453
316,6490.48,0.82744,0.83714,1.30195,0.87228,0.66769,0.77426,0.48979,1.36658,1.1767,1.91237,0.000314916,0.000314916,0.000314916
317,6510.98,0.83609,0.83574,1.31858,0.84632,0.67338,0.75295,0.49562,1.35309,1.11013,1.93254,0.000311379,0.000311379,0.000311379
318,6531.5,0.79785,0.8027,1.27739,0.80067,0.63309,0.74004,0.47717,1.37132,1.18004,1.94735,0.000307842,0.000307842,0.000307842
319,6551.98,0.83126,0.84895,1.29164,0.86742,0.68556,0.7625,0.47994,1.39284,1.1081,1.96812,0.000304306,0.000304306,0.000304306
320,6572.46,0.84415,0.8656,1.31493,0.77566,0.72929,0.76705,0.4813,1.39105,1.08639,1.96627,0.000300769,0.000300769,0.000300769
321,6592.92,0.81278,0.84532,1.30481,0.80143,0.68026,0.75806,0.47581,1.39184,1.08594,1.95985,0.000297232,0.000297232,0.000297232
322,6613.41,0.81577,0.84307,1.28882,0.85139,0.66761,0.73969,0.48107,1.37519,1.12623,1.94609,0.000293695,0.000293695,0.000293695
323,6633.91,0.81773,0.82263,1.29181,0.87293,0.64875,0.75965,0.49404,1.36735,1.12063,1.94161,0.000290158,0.000290158,0.000290158
324,6654.4,0.83828,0.83972,1.30047,0.82722,0.67342,0.75256,0.49001,1.37046,1.13754,1.94519,0.000286622,0.000286622,0.000286622
325,6674.94,0.82301,0.82011,1.3012,0.84995,0.65676,0.74831,0.49002,1.35433,1.13989,1.91399,0.000283085,0.000283085,0.000283085
326,6695.46,0.80713,0.82789,1.2777,0.85961,0.67908,0.75189,0.47695,1.4094,1.16594,1.96602,0.000279548,0.000279548,0.000279548
327,6715.93,0.82087,0.85532,1.29995,0.80949,0.65791,0.74777,0.47702,1.3874,1.16732,1.93836,0.000276011,0.000276011,0.000276011
328,6736.45,0.79472,0.82937,1.27654,0.80571,0.67501,0.73957,0.47579,1.38803,1.15225,1.97399,0.000272475,0.000272475,0.000272475
329,6756.97,0.83198,0.85235,1.30593,0.80162,0.69419,0.758,0.48152,1.41126,1.16362,1.98006,0.000268938,0.000268938,0.000268938
330,6777.51,0.82997,0.83004,1.29229,0.87171,0.66412,0.76059,0.47717,1.38206,1.15815,1.96668,0.000265401,0.000265401,0.000265401
331,6797.98,0.83463,0.86285,1.30933,0.8243,0.63963,0.75029,0.48773,1.32969,1.15719,1.89879,0.000261864,0.000261864,0.000261864
332,6818.45,0.812,0.80243,1.28782,0.82372,0.69163,0.78381,0.49941,1.35425,1.14396,1.91176,0.000258327,0.000258327,0.000258327
333,6838.91,0.80773,0.81261,1.28595,0.73555,0.6876,0.75241,0.49435,1.3993,1.23012,1.96545,0.000254791,0.000254791,0.000254791
334,6859.39,0.80137,0.80877,1.28823,0.82513,0.65094,0.75294,0.48795,1.34565,1.15407,1.90188,0.000251254,0.000251254,0.000251254
335,6879.86,0.83793,0.84547,1.31246,0.86206,0.6613,0.75306,0.49591,1.33862,1.12342,1.92554,0.000247717,0.000247717,0.000247717
336,6900.32,0.80022,0.80929,1.28521,0.80002,0.68017,0.75755,0.49805,1.30593,1.10155,1.8936,0.00024418,0.00024418,0.00024418
337,6920.78,0.79938,0.81549,1.27608,0.833,0.67918,0.7533,0.50423,1.31283,1.06878,1.88634,0.000240644,0.000240644,0.000240644
338,6941.25,0.80281,0.80469,1.27618,0.84643,0.65078,0.75286,0.49206,1.3334,1.11679,1.89725,0.000237107,0.000237107,0.000237107
339,6961.73,0.78761,0.79215,1.2631,0.86695,0.67315,0.75843,0.49375,1.34124,1.0726,1.89703,0.00023357,0.00023357,0.00023357
340,6982.24,0.80074,0.83843,1.29543,0.85943,0.6728,0.76066,0.48534,1.33192,1.09664,1.89512,0.000230033,0.000230033,0.000230033
341,7002.71,0.81301,0.82507,1.2917,0.78709,0.66291,0.73777,0.47588,1.3203,1.20694,1.90054,0.000226497,0.000226497,0.000226497
342,7023.27,0.81188,0.80905,1.27971,0.78425,0.65166,0.74829,0.4979,1.33752,1.18851,1.9232,0.00022296,0.00022296,0.00022296
343,7043.82,0.82663,0.82586,1.29525,0.81472,0.69603,0.76539,0.50299,1.34169,1.15367,1.93493,0.000219423,0.000219423,0.000219423
344,7064.38,0.81299,0.82465,1.28943,0.80837,0.66755,0.75432,0.50041,1.30924,1.1749,1.86318,0.000215886,0.000215886,0.000215886
345,7085.08,0.76779,0.77191,1.2521,0.77725,0.67426,0.75679,0.49433,1.32834,1.16047,1.90884,0.000212349,0.000212349,0.000212349
346,7105.99,0.76779,0.78059,1.25259,0.76809,0.68152,0.7685,0.49333,1.34172,1.13745,1.91628,0.000208813,0.000208813,0.000208813
347,7126.78,0.77091,0.78394,1.25306,0.83409,0.6884,0.76583,0.48926,1.34587,1.17896,1.9103,0.000205276,0.000205276,0.000205276
348,7147.27,0.82696,0.84317,1.30188,0.81786,0.68428,0.75054,0.49088,1.32351,1.15481,1.8976,0.000201739,0.000201739,0.000201739
349,7168.17,0.80173,0.80886,1.26533,0.80059,0.66499,0.76436,0.49813,1.31575,1.11166,1.89513,0.000198202,0.000198202,0.000198202
350,7188.63,0.80346,0.80762,1.28967,0.86562,0.64066,0.77348,0.49656,1.32684,1.11154,1.89228,0.000194666,0.000194666,0.000194666
351,7209.11,0.79017,0.76814,1.26517,0.84911,0.65659,0.75772,0.4844,1.36207,1.16708,1.92382,0.000191129,0.000191129,0.000191129
352,7229.66,0.81697,0.80454,1.28131,0.86357,0.64988,0.74231,0.47474,1.36635,1.18435,1.93621,0.000187592,0.000187592,0.000187592
353,7250.14,0.77937,0.78689,1.26937,0.8159,0.68512,0.73933,0.4795,1.35572,1.12871,1.93327,0.000184055,0.000184055,0.000184055
354,7270.61,0.77608,0.79657,1.26897,0.79407,0.68379,0.76581,0.49337,1.34081,1.11304,1.90887,0.000180518,0.000180518,0.000180518
355,7291.08,0.7938,0.81266,1.26582,0.8496,0.68483,0.76865,0.50016,1.33911,1.1433,1.88865,0.000176982,0.000176982,0.000176982
356,7311.54,0.77858,0.78704,1.2701,0.81097,0.6623,0.74085,0.49383,1.3113,1.14566,1.87136,0.000173445,0.000173445,0.000173445
357,7332.04,0.76697,0.77342,1.2479,0.84367,0.66208,0.7507,0.49113,1.32457,1.12008,1.87595,0.000169908,0.000169908,0.000169908
358,7352.57,0.77982,0.77229,1.26179,0.83752,0.67967,0.76212,0.49056,1.34133,1.14414,1.9002,0.000166371,0.000166371,0.000166371
359,7373.03,0.79437,0.78967,1.27245,0.84962,0.6884,0.76251,0.49399,1.35916,1.19192,1.91524,0.000162835,0.000162835,0.000162835
360,7393.51,0.77185,0.76678,1.24822,0.82495,0.64552,0.75393,0.49904,1.33343,1.17958,1.90938,0.000159298,0.000159298,0.000159298
361,7413.99,0.78843,0.76709,1.27109,0.83334,0.64255,0.75705,0.50841,1.32017,1.14913,1.91223,0.000155761,0.000155761,0.000155761
362,7434.45,0.77462,0.77342,1.25735,0.89162,0.63041,0.75599,0.5218,1.32402,1.10389,1.907,0.000152224,0.000152224,0.000152224
363,7454.93,0.77527,0.75136,1.26252,0.78865,0.7226,0.77489,0.50936,1.34103,1.09254,1.91219,0.000148687,0.000148687,0.000148687
364,7475.47,0.77768,0.7792,1.25858,0.81511,0.65826,0.76473,0.50425,1.37084,1.10833,1.9315,0.000145151,0.000145151,0.000145151
