epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
365,7496,0.7737,0.7755,1.25615,0.79879,0.64034,0.75674,0.50093,1.34098,1.12751,1.906,0.000141614,0.000141614,0.000141614
366,7516.5,0.74773,0.7565,1.235,0.78587,0.66901,0.75671,0.49486,1.35157,1.1284,1.90436,0.000138077,0.000138077,0.000138077
367,7537.74,0.76495,0.77446,1.25863,0.83168,0.64549,0.73625,0.49752,1.35869,1.13433,1.93014,0.00013454,0.00013454,0.00013454
368,7558.2,0.80569,0.79255,1.28066,0.83125,0.66185,0.74591,0.49762,1.36566,1.15786,1.94063,0.000131004,0.000131004,0.000131004
369,7578.68,0.75894,0.75762,1.24716,0.82318,0.66727,0.75047,0.4995,1.34867,1.13933,1.90335,0.000127467,0.000127467,0.000127467
370,7599.17,0.76074,0.75664,1.24501,0.84181,0.66007,0.75837,0.50281,1.35688,1.11236,1.91805,0.00012393,0.00012393,0.00012393
371,7619.63,0.77323,0.78386,1.25653,0.85993,0.65366,0.75713,0.49752,1.37907,1.09888,1.95254,0.000120393,0.000120393,0.000120393
372,7640.09,0.76893,0.75729,1.25526,0.86847,0.64713,0.749,0.49371,1.39541,1.12374,1.97529,0.000116856,0.000116856,0.000116856
373,7660.58,0.76276,0.75765,1.25266,0.85804,0.65123,0.7553,0.49552,1.37924,1.10129,1.95159,0.00011332,0.00011332,0.00011332
374,7681.04,0.77066,0.76995,1.25698,0.84454,0.64998,0.75198,0.49215,1.38044,1.09893,1.954,0.000109783,0.000109783,0.000109783
375,7701.56,0.7508,0.73059,1.23066,0.86167,0.64295,0.75622,0.49904,1.3656,1.08392,1.94595,0.000106246,0.000106246,0.000106246
376,7722.02,0.77306,0.75804,1.24577,0.86071,0.6479,0.76689,0.50431,1.36614,1.10862,1.94401,0.000102709,0.000102709,0.000102709
377,7742.49,0.75611,0.76868,1.25791,0.86053,0.66135,0.77585,0.50492,1.36153,1.11045,1.93828,9.91726e-05,9.91726e-05,9.91726e-05
378,7763.02,0.75615,0.75543,1.2402,0.88997,0.64751,0.76232,0.50573,1.34879,1.1072,1.92552,9.56358e-05,9.56358e-05,9.56358e-05
379,7783.62,0.75391,0.76842,1.23901,0.8657,0.64751,0.76255,0.50531,1.34831,1.10902,1.92529,9.20991e-05,9.20991e-05,9.20991e-05
380,7804.16,0.76233,0.76432,1.25875,0.84186,0.64703,0.74231,0.49412,1.38313,1.13598,1.96868,8.85623e-05,8.85623e-05,8.85623e-05
381,7824.64,0.77704,0.79215,1.24942,0.83129,0.66563,0.75795,0.50626,1.36933,1.1233,1.94959,8.50255e-05,8.50255e-05,8.50255e-05
382,7845.15,0.75164,0.76826,1.24736,0.84118,0.6601,0.76491,0.5072,1.34692,1.10783,1.92218,8.14887e-05,8.14887e-05,8.14887e-05
383,7865.65,0.7525,0.74933,1.23751,0.84626,0.64208,0.7641,0.50268,1.35943,1.11315,1.92754,7.7952e-05,7.7952e-05,7.7952e-05
384,7886.12,0.76581,0.73671,1.2511,0.81422,0.66051,0.76782,0.50138,1.36774,1.12951,1.93845,7.44152e-05,7.44152e-05,7.44152e-05
385,7906.59,0.7382,0.7399,1.24517,0.86554,0.63642,0.76358,0.50035,1.36861,1.1243,1.93873,7.08784e-05,7.08784e-05,7.08784e-05
386,7927.02,0.73831,0.75556,1.2358,0.88692,0.64532,0.76362,0.5069,1.35689,1.10803,1.92502,6.73416e-05,6.73416e-05,6.73416e-05
387,7947.5,0.75739,0.76276,1.25046,0.88303,0.65159,0.76849,0.50869,1.33772,1.08487,1.91302,6.38049e-05,6.38049e-05,6.38049e-05
388,7967.99,0.77352,0.76191,1.26985,0.85387,0.66058,0.76866,0.50681,1.34729,1.10509,1.91299,6.02681e-05,6.02681e-05,6.02681e-05
389,7988.44,0.74402,0.75539,1.24625,0.83264,0.66727,0.76494,0.50287,1.35294,1.11889,1.91033,5.67313e-05,5.67313e-05,5.67313e-05
390,8008.92,0.74595,0.73719,1.23305,0.80508,0.66015,0.75443,0.50091,1.36032,1.1247,1.92122,5.31945e-05,5.31945e-05,5.31945e-05
391,8058.86,0.57756,0.53386,1.13494,0.83903,0.64925,0.75055,0.49059,1.35967,1.12889,1.91862,4.96578e-05,4.96578e-05,4.96578e-05
392,8079.31,0.56097,0.50533,1.10846,0.82855,0.65501,0.74072,0.48338,1.37938,1.13302,1.93945,4.6121e-05,4.6121e-05,4.6121e-05
393,8099.75,0.55607,0.48343,1.12716,0.83699,0.64848,0.74645,0.48583,1.38137,1.11124,1.93414,4.25842e-05,4.25842e-05,4.25842e-05
394,8120.32,0.54356,0.4771,1.11076,0.80552,0.6566,0.75137,0.49249,1.35752,1.09812,1.9194,3.90474e-05,3.90474e-05,3.90474e-05
395,8140.84,0.53334,0.46154,1.06679,0.79836,0.67223,0.75215,0.4971,1.33704,1.11728,1.91038,3.55107e-05,3.55107e-05,3.55107e-05
396,8161.29,0.53951,0.45988,1.1076,0.80313,0.66763,0.75033,0.49337,1.33632,1.12209,1.90985,3.19739e-05,3.19739e-05,3.19739e-05
397,8181.8,0.53498,0.44758,1.10532,0.78281,0.6905,0.75573,0.49278,1.34185,1.12424,1.9103,2.84371e-05,2.84371e-05,2.84371e-05
398,8202.29,0.54133,0.44419,1.09334,0.80873,0.67562,0.75749,0.49456,1.3417,1.11477,1.91033,2.49003e-05,2.49003e-05,2.49003e-05
399,8222.78,0.54253,0.46187,1.0985,0.8208,0.66692,0.75287,0.49469,1.33736,1.1033,1.91279,2.13636e-05,2.13636e-05,2.13636e-05
400,8243.25,0.53302,0.44716,1.09179,0.82159,0.6565,0.75146,0.49671,1.33501,1.09762,1.90989,1.78268e-05,1.78268e-05,1.78268e-05
